studentLogID,studentID,topicID,categoryID,difficultyOffset,createdAt
"X'1B1401D5F61211EE8F82D92941CC39B9'","X'97CFF03E8FCC4B5A9DC6B6758312675F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B140221F61211EE8F82D92941CC39B9'","X'97CFF03E8FCC4B5A9DC6B6758312675F'","X'E990EEBA5D434251A2CED1C43C294048'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B140279F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B1402C4F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14030EF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B140357F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'E990EEBA5D434251A2CED1C43C294048'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14039FF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B1403E9F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B140431F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14047AF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'E990EEBA5D434251A2CED1C43C294048'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B1404C2F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14050BF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B140554F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14059DF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'E990EEBA5D434251A2CED1C43C294048'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1405E5F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14062EF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B140677F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1406BFF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'E990EEBA5D434251A2CED1C43C294048'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B140707F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B140750F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B140799F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1407E2F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'E990EEBA5D434251A2CED1C43C294048'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14082AF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B140873F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B1408BBF61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B140904F61211EE8F82D92941CC39B9'","X'328332C46ECD4500B725AF6162DFFBCE'","X'E990EEBA5D434251A2CED1C43C294048'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B141B0EF61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B141E00F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B142381F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14267EF61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B142A9BF61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B142D89F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14311AF61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1434A7F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B143870F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B143B60F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B144083F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B144372F61211EE8F82D92941CC39B9'","X'636A4AE595384810A33EFCB8D18A7CFF'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B146D0CF61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B146F05F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14734CF61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B147544F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B1477CFF61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1479C3F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B147C5BF61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B147E52F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B148264F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B148465F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B148767F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B148963F61211EE8F82D92941CC39B9'","X'636C4FCD8F234C4689AB159D74558F06'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B1491D7F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B149222F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14926BF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B1492B3F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'E990EEBA5D434251A2CED1C43C294048'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B1492FCF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B149344F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14938EF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B1493D7F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'E990EEBA5D434251A2CED1C43C294048'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14941FF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B149466F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1494AEF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B1494F7F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'E990EEBA5D434251A2CED1C43C294048'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14953EF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B149586F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B1495CEF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B149616F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'E990EEBA5D434251A2CED1C43C294048'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14965EF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1496A6F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B1496F0F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B149738F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'E990EEBA5D434251A2CED1C43C294048'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B149783F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B1497CBF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B149814F61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14985CF61211EE8F82D92941CC39B9'","X'5AFEF49851B54BDFB1F132E1ED8CAAF3'","X'E990EEBA5D434251A2CED1C43C294048'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14B461F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14B4ADF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14B4F9F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14B544F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'E990EEBA5D434251A2CED1C43C294048'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14B58EF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14B5D8F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14B621F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14B66CF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'E990EEBA5D434251A2CED1C43C294048'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14B6B5F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14B700F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14B74AF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14B794F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'E990EEBA5D434251A2CED1C43C294048'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14B7DEF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14B828F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14B872F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14B8BCF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'E990EEBA5D434251A2CED1C43C294048'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14B909F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14B953F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14B99EF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14B9E9F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'E990EEBA5D434251A2CED1C43C294048'","X'9CD2D9F7B6B746B6948B66EBB6B71486'",0.00,2024-04-08 18:40:11
"X'1B14BA34F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14BA7FF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14BACAF61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14BB15F61211EE8F82D92941CC39B9'","X'704B04D1CBAD4AC883C7D5FB514123F9'","X'E990EEBA5D434251A2CED1C43C294048'","X'C3122318A52B4221B00942A1AECBC657'",0.00,2024-04-08 18:40:11
"X'1B14D038F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14D085F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14D0D0F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14D11DF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'E990EEBA5D434251A2CED1C43C294048'","X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",0.00,2024-04-08 18:40:11
"X'1B14D167F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14D1B1F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14D1FFF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14D249F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'E990EEBA5D434251A2CED1C43C294048'","X'417786202CD94EB89655C67365551278'",0.00,2024-04-08 18:40:11
"X'1B14D293F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14D2DDF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14D327F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14D372F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'E990EEBA5D434251A2CED1C43C294048'","X'8C2B51FD6B3A4D7A8FC2B0A071055062'",0.00,2024-04-08 18:40:11
"X'1B14D3BCF61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
"X'1B14D405F61211EE8F82D92941CC39B9'","X'0902BDF3468640E2B3B1A181C1E51792'","X'AC2FB39A11DC4A7CB7831C5921A20E46'","X'8EE7AE7D88B1405DA29123F10E8CDCAB'",0.00,2024-04-08 18:40:11
